用户ID,平台,设备档位,单次使用时长秒,周会话次数,是否付费
U009500,安卓,中端,162,5,0
U009501,安卓,低端,496,5,0
U009502,安卓,中端,91,9,0
U009503,安卓,中端,489,2,0
U009504,安卓,中端,1926,6,0
U009505,安卓,低端,459,6,0
U009506,iOS,中端,36,10,0
U009507,安卓,中端,75,5,0
U009508,安卓,高端,763,7,1
U009509,iOS,中端,46,9,0
U009510,安卓,中端,778,10,0
U009511,安卓,低端,46,3,0
U009512,安卓,中端,2667,10,0
U009513,iOS,高端,582,8,0
U009514,iOS,中端,650,5,0
U009515,安卓,低端,943,6,0
U009516,iOS,低端,202,3,0
U009517,安卓,高端,522,6,1
U009518,iOS,高端,92,8,0
U009519,iOS,中端,418,7,0
U009520,安卓,高端,135,6,0
U009521,安卓,高端,103,3,0
U009522,iOS,中端,2136,10,0
U009523,iOS,中端,115,8,0
U009524,安卓,低端,32,8,0
U009525,安卓,中端,101,7,0
U009526,安卓,低端,339,5,0
U009527,安卓,中端,593,8,0
U009528,安卓,低端,834,9,0
U009529,安卓,中端,121,4,0
U009530,安卓,低端,52,6,0
U009531,安卓,中端,280,5,0
U009532,iOS,低端,354,5,0
U009533,iOS,中端,522,11,0
U009534,安卓,低端,354,7,0
U009535,安卓,高端,170,5,0
U009536,安卓,低端,42,2,0
U009537,iOS,中端,288,10,0
U009538,安卓,低端,61,6,0
U009539,安卓,低端,51,3,0
U009540,iOS,高端,508,7,0
U009541,iOS,中端,276,6,0
U009542,iOS,高端,602,4,0
U009543,iOS,高端,859,4,0
U009544,安卓,低端,7281,3,0
U009545,安卓,中端,96,2,0
U009546,安卓,低端,110,3,0
U009547,安卓,低端,26,5,0
U009548,iOS,中端,2344,9,0
U009549,安卓,中端,343,6,0
U009550,安卓,低端,959,3,0
U009551,安卓,低端,98,11,0
U009552,安卓,中端,164,4,0
U009553,安卓,中端,812,4,0
U009554,安卓,中端,1312,5,0
U009555,iOS,中端,54,7,0
U009556,安卓,中端,274,5,0
U009557,iOS,高端,613,2,0
U009558,安卓,中端,987,3,0
U009559,iOS,高端,152,7,1
U009560,iOS,高端,4381,12,0
U009561,iOS,低端,202,8,0
U009562,安卓,低端,170,6,0
U009563,iOS,中端,191,9,0
U009564,iOS,中端,68,5,1
U009565,安卓,中端,153,5,0
U009566,安卓,低端,613,5,0
U009567,安卓,低端,14,5,0
U009568,安卓,中端,193,4,0
U009569,安卓,低端,197,4,0
U009570,安卓,低端,500,7,0
U009571,iOS,高端,280,3,0
U009572,iOS,中端,74,8,1
U009573,安卓,低端,354,6,1
U009574,iOS,低端,58,6,0
U009575,iOS,中端,121,4,1
U009576,安卓,高端,425,7,0
U009577,安卓,低端,531,7,0
U009578,iOS,高端,1013,10,0
U009579,iOS,中端,245,9,0
U009580,安卓,中端,299,6,0
U009581,安卓,低端,555,3,0
U009582,安卓,中端,73,10,0
U009583,安卓,中端,109,5,0
U009584,安卓,低端,198,5,0
U009585,安卓,中端,29,5,0
U009586,iOS,中端,229,5,1
U009587,安卓,低端,250,4,0
U009588,安卓,低端,127,3,0
U009589,安卓,中端,155,6,0
U009590,安卓,中端,156,5,0
U009591,安卓,中端,359,5,0
U009592,安卓,高端,1416,7,0
U009593,安卓,高端,401,9,0
U009594,安卓,高端,92,7,0
U009595,安卓,低端,313,7,0
U009596,安卓,低端,1065,5,1
U009597,iOS,中端,731,12,0
U009598,iOS,高端,423,5,0
U009599,安卓,中端,610,10,0
U009600,安卓,高端,123,8,0
U009601,安卓,高端,131,3,0
U009602,安卓,低端,230,5,0
U009603,安卓,低端,147,6,0
U009604,iOS,高端,183,11,1
U009605,iOS,低端,46,6,0
U009606,iOS,低端,451,12,0
U009607,安卓,高端,86,3,0
U009608,安卓,低端,314,4,0
U009609,安卓,低端,45,3,0
U009610,iOS,中端,721,3,0
U009611,安卓,低端,457,7,0
U009612,安卓,中端,385,11,0
U009613,安卓,低端,57,9,0
U009614,安卓,中端,569,4,0
U009615,安卓,中端,923,3,0
U009616,安卓,中端,643,9,0
U009617,安卓,中端,9819,5,0
U009618,iOS,中端,610,7,0
U009619,安卓,低端,40,4,0
U009620,安卓,中端,310,7,0
U009621,安卓,中端,457,5,0
U009622,安卓,低端,44,3,0
U009623,iOS,中端,1479,7,0
U009624,安卓,中端,144,4,0
U009625,iOS,高端,533,6,0
U009626,安卓,低端,10122,8,0
U009627,iOS,中端,331,8,0
U009628,安卓,低端,25,10,0
U009629,安卓,中端,50,4,0
U009630,安卓,低端,52,2,0
U009631,安卓,低端,219,7,0
U009632,安卓,中端,899,4,0
U009633,安卓,中端,335,6,0
U009634,iOS,中端,141,4,0
U009635,安卓,低端,573,5,0
U009636,安卓,中端,108,5,0
U009637,iOS,中端,873,9,0
U009638,iOS,中端,458,5,0
U009639,安卓,低端,40,5,0
U009640,安卓,高端,164,7,0
U009641,iOS,中端,445,8,0
U009642,iOS,中端,177,5,0
U009643,安卓,中端,23,7,0
U009644,安卓,中端,526,6,0
U009645,安卓,低端,251,7,0
U009646,安卓,中端,82,5,0
U009647,iOS,中端,66,7,0
U009648,iOS,低端,192,9,0
U009649,iOS,高端,1363,5,0
U009650,iOS,高端,220,11,0
U009651,安卓,高端,50,4,0
U009652,安卓,中端,76,4,0
U009653,安卓,中端,260,5,0
U009654,安卓,高端,2388,6,0
U009655,iOS,中端,1422,3,0
U009656,安卓,中端,492,3,0
U009657,iOS,中端,190,3,0
U009658,iOS,中端,1078,6,1
U009659,安卓,中端,963,3,0
U009660,iOS,中端,247,9,0
U009661,安卓,低端,60,6,0
U009662,iOS,低端,108,3,0
U009663,安卓,低端,244,1,0
U009664,iOS,中端,94,7,0
U009665,安卓,高端,29,7,0
U009666,安卓,低端,1115,5,0
U009667,安卓,中端,305,3,0
U009668,安卓,高端,44,7,0
U009669,iOS,中端,1175,6,0
U009670,安卓,中端,783,13,0
U009671,安卓,中端,48,3,0
U009672,安卓,低端,161,5,0
U009673,安卓,低端,10,6,0
U009674,安卓,低端,180,6,0
U009675,安卓,中端,45,10,0
U009676,安卓,低端,48,8,0
U009677,安卓,中端,15,6,0
U009678,安卓,中端,1126,3,0
U009679,iOS,高端,153,3,0
U009680,iOS,高端,827,12,0
U009681,安卓,高端,301,6,0
U009682,安卓,低端,205,3,0
U009683,iOS,高端,147,4,0
U009684,安卓,低端,3284,7,0
U009685,安卓,高端,190,8,0
U009686,安卓,中端,353,7,0
U009687,iOS,低端,878,5,0
U009688,iOS,高端,311,8,0
U009689,iOS,中端,118,8,0
U009690,安卓,低端,634,2,0
U009691,安卓,高端,767,3,0
U009692,iOS,中端,479,4,0
U009693,安卓,低端,181,5,0
U009694,iOS,中端,307,7,0
U009695,iOS,低端,203,9,0
U009696,安卓,低端,128,5,0
U009697,安卓,中端,546,5,0
U009698,安卓,低端,342,5,0
U009699,安卓,中端,83,4,0
U009700,安卓,中端,18,5,0
U009701,安卓,低端,296,5,0
U009702,安卓,中端,2902,14,0
U009703,安卓,低端,316,6,0
U009704,iOS,中端,310,7,0
U009705,安卓,高端,172,6,0
U009706,安卓,低端,38,2,0
U009707,安卓,低端,487,3,0
U009708,安卓,低端,263,7,1
U009709,iOS,高端,41,7,0
U009710,iOS,低端,373,7,0
U009711,安卓,中端,17,5,0
U009712,安卓,中端,604,6,0
U009713,安卓,高端,272,4,0
U009714,安卓,高端,931,5,0
U009715,iOS,中端,24,9,0
U009716,iOS,中端,236,9,0
U009717,安卓,中端,47,3,0
U009718,iOS,中端,80,3,0
U009719,安卓,低端,106,4,0
U009720,iOS,高端,715,6,0
U009721,安卓,低端,183,3,0
U009722,iOS,高端,173,10,0
U009723,安卓,低端,189,3,0
U009724,安卓,低端,22,2,0
U009725,安卓,低端,47,7,0
U009726,安卓,低端,166,6,0
U009727,iOS,中端,471,7,0
U009728,安卓,低端,153,5,0
U009729,安卓,低端,61,4,0
U009730,安卓,低端,74,6,0
U009731,安卓,低端,505,8,0
U009732,iOS,高端,850,8,0
U009733,安卓,中端,107,4,0
U009734,安卓,低端,40,1,0
U009735,iOS,中端,583,5,0
U009736,安卓,高端,127,5,1
U009737,安卓,中端,619,7,0
U009738,iOS,中端,60,8,0
U009739,iOS,中端,1443,8,0
U009740,安卓,高端,295,5,0
U009741,安卓,中端,1171,8,0
U009742,iOS,高端,297,9,0
U009743,iOS,高端,1449,9,0
U009744,iOS,中端,1880,7,0
U009745,iOS,低端,35,9,0
U009746,安卓,中端,135,12,0
U009747,安卓,中端,1466,3,0
U009748,安卓,低端,2030,7,0
U009749,安卓,低端,72,2,0
U009750,安卓,低端,495,5,0
U009751,iOS,高端,1129,4,0
U009752,安卓,中端,28,9,0
U009753,安卓,低端,1971,3,0
U009754,iOS,中端,382,5,0
U009755,iOS,低端,24,10,0
U009756,安卓,低端,75,5,0
U009757,安卓,中端,354,6,0
U009758,iOS,中端,266,7,0
U009759,安卓,低端,255,6,0
U009760,iOS,中端,409,7,0
U009761,安卓,低端,394,5,1
U009762,iOS,高端,236,3,0
U009763,安卓,低端,363,3,0
U009764,iOS,高端,212,11,0
U009765,iOS,中端,169,9,0
U009766,iOS,中端,872,7,0
U009767,安卓,中端,248,5,0
U009768,安卓,低端,105,4,0
U009769,安卓,中端,21,9,0
U009770,安卓,中端,137,6,0
U009771,安卓,中端,201,3,0
U009772,iOS,中端,449,8,1
U009773,iOS,高端,526,3,0
U009774,iOS,低端,582,12,0
U009775,安卓,高端,343,2,0
U009776,iOS,低端,257,10,0
U009777,安卓,中端,138,5,0
U009778,安卓,高端,861,3,1
U009779,iOS,高端,289,8,0
U009780,iOS,中端,166,7,0
U009781,iOS,中端,285,13,0
U009782,安卓,中端,321,9,0
U009783,安卓,中端,86,4,0
U009784,安卓,中端,781,5,0
U009785,安卓,低端,15,6,0
U009786,安卓,中端,307,9,0
U009787,iOS,中端,827,8,0
U009788,安卓,低端,237,5,0
U009789,安卓,低端,3171,5,0
U009790,iOS,中端,670,9,0
U009791,iOS,中端,1692,7,0
U009792,安卓,低端,181,5,0
U009793,安卓,中端,26,6,0
U009794,安卓,中端,174,3,0
U009795,iOS,中端,1307,3,0
U009796,安卓,低端,59,10,0
U009797,安卓,中端,12758,4,0
U009798,iOS,中端,222,7,1
U009799,安卓,中端,672,5,0
U009800,安卓,低端,61,9,0
U009801,iOS,高端,571,7,0
U009802,安卓,中端,44,6,0
U009803,安卓,中端,470,2,0
U009804,安卓,中端,2349,7,0
U009805,iOS,高端,468,6,0
U009806,安卓,高端,868,5,0
U009807,安卓,中端,37,7,0
U009808,安卓,中端,351,3,1
U009809,iOS,低端,27,4,0
U009810,iOS,高端,166,7,0
U009811,iOS,中端,1104,4,0
U009812,安卓,中端,42,6,0
U009813,iOS,中端,626,5,0
U009814,iOS,低端,224,7,0
U009815,iOS,中端,352,3,0
U009816,安卓,低端,474,8,0
U009817,安卓,中端,109,7,1
U009818,安卓,低端,149,6,0
U009819,安卓,低端,709,6,0
U009820,安卓,中端,76,5,0
U009821,安卓,中端,109,4,0
U009822,iOS,高端,1406,5,0
U009823,iOS,中端,171,9,0
U009824,iOS,中端,757,6,0
U009825,安卓,中端,159,7,0
U009826,iOS,中端,338,3,0
U009827,iOS,高端,83,4,0
U009828,安卓,中端,14,9,0
U009829,iOS,低端,148,6,0
U009830,安卓,高端,129,5,0
U009831,iOS,高端,269,5,0
U009832,iOS,高端,539,7,0
U009833,安卓,中端,48,4,0
U009834,iOS,中端,79,7,1
U009835,安卓,高端,50,6,0
U009836,安卓,中端,1460,10,0
U009837,安卓,高端,1198,7,0
U009838,安卓,中端,93,5,0
U009839,安卓,低端,500,8,0
U009840,安卓,高端,140,3,1
U009841,安卓,中端,234,7,0
U009842,iOS,中端,383,3,0
U009843,iOS,中端,160,6,0
U009844,iOS,高端,1948,6,0
U009845,安卓,中端,167,5,0
U009846,安卓,低端,186,4,0
U009847,iOS,中端,86,7,0
U009848,安卓,低端,484,2,0
U009849,iOS,中端,268,5,0
U009850,安卓,低端,57,11,0
U009851,iOS,高端,1529,4,0
U009852,安卓,低端,222,3,0
U009853,安卓,中端,488,5,0
U009854,iOS,高端,232,8,0
U009855,iOS,高端,295,8,0
U009856,iOS,中端,509,6,0
U009857,安卓,低端,79,6,0
U009858,安卓,低端,513,6,0
U009859,iOS,高端,322,11,0
U009860,安卓,中端,44,10,0
U009861,iOS,高端,486,6,0
U009862,安卓,中端,306,10,0
U009863,安卓,高端,132,3,0
U009864,安卓,低端,327,5,0
U009865,安卓,低端,312,5,0
U009866,iOS,中端,121,9,0
U009867,安卓,中端,231,9,0
U009868,iOS,中端,380,8,0
U009869,安卓,高端,60,4,0
U009870,安卓,中端,67,10,0
U009871,安卓,中端,2707,8,0
U009872,安卓,中端,205,7,0
U009873,iOS,高端,899,6,0
U009874,安卓,低端,1574,10,0
U009875,安卓,低端,57,4,0
U009876,安卓,低端,204,5,0
U009877,iOS,中端,1267,5,0
U009878,安卓,高端,97,3,0
U009879,安卓,中端,190,4,0
U009880,安卓,低端,233,6,0
U009881,安卓,低端,204,6,0
U009882,安卓,中端,963,6,0
U009883,安卓,低端,256,7,0
U009884,iOS,中端,624,9,0
U009885,安卓,高端,673,7,0
U009886,安卓,中端,359,7,0
U009887,安卓,中端,30,11,1
U009888,安卓,中端,395,7,0
U009889,安卓,中端,1716,7,0
U009890,iOS,中端,779,8,0
U009891,安卓,低端,18,5,0
U009892,安卓,低端,36,2,0
U009893,安卓,低端,145,11,0
U009894,安卓,高端,2647,3,0
U009895,安卓,中端,452,8,0
U009896,iOS,中端,129,6,0
U009897,安卓,低端,300,5,0
U009898,iOS,高端,1645,5,0
U009899,安卓,低端,640,4,0
U009900,安卓,中端,35,6,0
U009901,iOS,高端,157,8,0
U009902,安卓,中端,202,4,0
U009903,安卓,中端,154,5,0
U009904,安卓,低端,559,7,0
U009905,iOS,高端,194,5,0
U009906,安卓,中端,249,6,0
U009907,安卓,低端,100,4,0
U009908,iOS,中端,84,4,0
U009909,iOS,中端,23,8,0
U009910,安卓,高端,125,9,0
U009911,iOS,高端,717,7,0
U009912,安卓,低端,9,4,0
U009913,安卓,中端,152,3,0
U009914,iOS,低端,248,13,0
U009915,安卓,中端,3510,4,0
U009916,安卓,低端,131,5,0
U009917,安卓,中端,405,2,0
U009918,安卓,中端,709,7,0
U009919,iOS,中端,350,8,0
U009920,安卓,高端,126,5,0
U009921,安卓,低端,114,6,0
U009922,安卓,中端,342,5,1
U009923,iOS,高端,355,5,0
U009924,安卓,中端,525,5,0
U009925,iOS,中端,119,3,0
U009926,安卓,中端,78,2,0
U009927,安卓,低端,276,2,0
U009928,iOS,高端,1806,7,0
U009929,安卓,高端,90,9,0
U009930,iOS,中端,700,8,0
U009931,安卓,中端,241,5,0
U009932,安卓,中端,122,7,0
U009933,安卓,低端,28,10,0
U009934,iOS,中端,1459,6,0
U009935,安卓,中端,44,2,0
U009936,安卓,中端,1242,3,0
U009937,iOS,中端,188,13,0
U009938,安卓,中端,1502,7,0
U009939,安卓,低端,97,9,0
U009940,安卓,中端,135,7,0
U009941,安卓,中端,393,4,0
U009942,安卓,中端,516,4,0
U009943,iOS,中端,132,8,0
U009944,安卓,中端,504,6,0
U009945,安卓,低端,246,7,0
U009946,安卓,中端,413,5,0
U009947,安卓,高端,535,6,0
U009948,安卓,高端,551,6,0
U009949,安卓,中端,142,7,0
U009950,iOS,中端,811,13,0
U009951,安卓,高端,1915,8,0
U009952,安卓,高端,220,4,0
U009953,iOS,中端,460,6,0
U009954,安卓,中端,996,6,0
U009955,iOS,中端,1477,7,1
U009956,安卓,低端,317,3,0
U009957,iOS,中端,150,4,0
U009958,iOS,中端,221,4,0
U009959,安卓,中端,623,8,0
U009960,iOS,高端,1283,6,0
U009961,安卓,高端,1481,5,0
U009962,安卓,低端,333,5,0
U009963,安卓,中端,306,7,0
U009964,安卓,高端,142,3,0
U009965,安卓,低端,56,6,0
U009966,iOS,中端,138,8,0
U009967,安卓,低端,411,3,0
U009968,安卓,低端,383,10,0
U009969,安卓,低端,455,4,0
U009970,iOS,中端,128,4,0
U009971,iOS,中端,1336,6,0
U009972,安卓,中端,521,5,0
U009973,安卓,低端,499,7,0
U009974,安卓,高端,3885,8,0
U009975,安卓,高端,75,4,0
U009976,iOS,中端,150,6,0
U009977,安卓,低端,745,3,0
U009978,安卓,低端,241,7,0
U009979,安卓,中端,41,6,0
U009980,安卓,中端,251,5,0
U009981,安卓,中端,3448,7,1
U009982,iOS,高端,1268,3,0
U009983,安卓,高端,87,4,0
U009984,安卓,中端,1026,5,0
U009985,安卓,中端,1020,8,0
U009986,安卓,中端,464,7,0
U009987,安卓,中端,53,5,0
U009988,安卓,中端,430,3,0
U009989,安卓,中端,11,7,1
U009990,iOS,低端,1199,5,0
U009991,iOS,中端,877,3,0
U009992,安卓,高端,162,4,0
U009993,iOS,中端,692,10,0
U009994,iOS,高端,368,10,0
U009995,安卓,中端,120,6,0
U009996,iOS,中端,228,6,1
U009997,iOS,中端,213,7,0
U009998,安卓,低端,41,3,0
U009999,安卓,低端,70,3,0
U010000,安卓,高端,77,5,0
U010001,安卓,低端,790,1,0
U010002,安卓,低端,36,7,0
U010003,安卓,中端,148,9,0
U010004,安卓,中端,157,2,0
U010005,安卓,中端,636,5,0
U010006,iOS,高端,797,8,0
U010007,安卓,低端,255,4,0
U010008,安卓,中端,29,6,0
U010009,安卓,高端,61,10,0
U010010,iOS,中端,194,2,0
U010011,安卓,高端,1038,6,0
U010012,iOS,高端,492,9,0
U010013,安卓,低端,27,6,0
U010014,安卓,中端,90,5,0
U010015,安卓,中端,227,5,0
U010016,安卓,低端,14,9,0
U010017,iOS,高端,816,9,1
U010018,iOS,中端,644,5,0
U010019,安卓,低端,81,8,0
U010020,安卓,低端,443,7,0
U010021,iOS,中端,126,8,0
U010022,iOS,中端,741,7,0
U010023,安卓,中端,8,3,0
U010024,安卓,低端,125,6,0
U010025,安卓,低端,508,5,0
U010026,iOS,低端,2160,8,0
U010027,安卓,低端,86,4,0
U010028,iOS,低端,45,12,0
U010029,安卓,高端,326,6,0
U010030,安卓,中端,47,11,0
U010031,安卓,高端,124,3,0
U010032,安卓,高端,173,4,1
U010033,iOS,高端,24,7,0
U010034,安卓,低端,9,3,0
U010035,安卓,中端,1216,5,0
U010036,安卓,中端,385,10,0
U010037,安卓,中端,57,7,0
U010038,iOS,中端,1081,3,0
U010039,iOS,高端,1207,5,0
U010040,安卓,低端,20,7,0
U010041,安卓,中端,206,8,0
U010042,iOS,中端,89,6,0
U010043,安卓,低端,19,7,0
U010044,安卓,高端,6644,8,0
U010045,安卓,中端,207,6,0
U010046,安卓,高端,81,8,0
U010047,安卓,低端,9,7,0
U010048,iOS,中端,216,10,0
U010049,安卓,低端,161,5,0
U010050,安卓,中端,59,4,0
U010051,安卓,低端,73,5,0
U010052,安卓,中端,253,4,0
U010053,安卓,低端,3266,5,0
U010054,安卓,中端,185,4,0
U010055,安卓,中端,1908,4,0
U010056,安卓,低端,87,5,0
U010057,安卓,低端,128,6,0
U010058,安卓,低端,722,7,0
U010059,iOS,中端,98,5,0
U010060,iOS,中端,211,6,0
U010061,安卓,低端,59,4,0
U010062,安卓,中端,1702,12,0
U010063,iOS,中端,186,8,0
U010064,安卓,低端,118,8,0
U010065,iOS,中端,861,6,0
U010066,iOS,中端,293,8,0
U010067,安卓,中端,645,2,0
U010068,安卓,低端,289,6,0
U010069,安卓,高端,394,6,0
U010070,iOS,中端,224,12,0
U010071,iOS,中端,450,9,0
U010072,安卓,低端,103,3,0
U010073,安卓,高端,159,8,0
U010074,安卓,中端,214,6,0
U010075,安卓,低端,13,5,0
U010076,安卓,低端,876,5,0
U010077,安卓,中端,800,3,0
U010078,安卓,中端,434,6,0
U010079,安卓,高端,64,2,0
U010080,iOS,中端,421,3,0
U010081,安卓,高端,69,3,0
U010082,iOS,高端,199,11,0
U010083,安卓,低端,41,5,0
U010084,iOS,中端,423,6,0
U010085,安卓,中端,71,3,0
U010086,安卓,中端,150,5,0
U010087,安卓,中端,155,4,0
U010088,安卓,中端,504,6,0
U010089,安卓,低端,108,8,0
U010090,安卓,中端,40,7,0
U010091,安卓,高端,325,7,0
U010092,安卓,高端,15,8,0
U010093,iOS,高端,566,10,0
U010094,安卓,中端,372,3,0
U010095,iOS,中端,252,3,0
U010096,安卓,低端,39,6,0
U010097,安卓,低端,790,6,0
U010098,iOS,低端,226,3,0
U010099,iOS,低端,1006,7,0
U010100,iOS,高端,268,12,1
U010101,iOS,中端,222,8,0
U010102,安卓,低端,24,9,0
U010103,安卓,低端,933,7,0
U010104,安卓,低端,105,5,0
U010105,安卓,中端,1145,6,0
U010106,安卓,中端,593,4,1
U010107,iOS,中端,95,7,0
U010108,安卓,中端,1126,4,0
U010109,安卓,中端,1053,5,0
U010110,安卓,中端,460,6,0
U010111,安卓,低端,674,8,0
U010112,安卓,高端,319,6,0
U010113,安卓,低端,486,3,0
U010114,iOS,低端,1431,11,0
U010115,iOS,中端,177,6,0
U010116,iOS,低端,209,6,0
U010117,iOS,低端,151,10,0
U010118,安卓,中端,123,5,0
U010119,安卓,中端,73,5,0
U010120,安卓,中端,818,6,0
U010121,安卓,低端,176,4,0
U010122,iOS,中端,759,2,0
U010123,安卓,中端,51,10,0
U010124,安卓,低端,52,3,0
U010125,安卓,低端,195,3,0
U010126,安卓,中端,257,6,0
U010127,iOS,高端,767,9,0
U010128,iOS,高端,129,7,0
U010129,安卓,低端,209,6,0
U010130,iOS,中端,216,9,0
U010131,安卓,低端,288,7,0
U010132,安卓,低端,80,4,0
U010133,安卓,低端,47,6,0
U010134,iOS,高端,536,6,0
U010135,安卓,低端,144,2,0
U010136,iOS,中端,393,4,0
U010137,安卓,中端,230,5,0
U010138,iOS,中端,1629,5,0
U010139,安卓,中端,355,4,0
U010140,安卓,中端,108,4,0
U010141,安卓,低端,84,3,0
U010142,安卓,中端,489,8,0
U010143,安卓,中端,57,3,0
U010144,iOS,低端,193,5,0
U010145,安卓,高端,4083,2,0
U010146,iOS,高端,486,4,0
U010147,iOS,高端,314,3,0
U010148,安卓,中端,146,5,0
U010149,iOS,中端,418,12,0
U010150,iOS,低端,538,8,0
U010151,安卓,低端,26,6,0
U010152,安卓,低端,107,6,0
U010153,iOS,中端,46,6,0
U010154,安卓,中端,75,5,0
U010155,安卓,中端,111,5,0
U010156,安卓,中端,5255,4,0
U010157,安卓,中端,329,5,0
U010158,安卓,中端,738,9,0
U010159,安卓,中端,126,8,0
U010160,安卓,高端,142,4,0
U010161,iOS,中端,316,7,0
U010162,安卓,中端,140,5,0
U010163,安卓,低端,278,9,0
U010164,安卓,中端,391,5,1
U010165,安卓,低端,410,10,0
U010166,iOS,中端,119,4,1
U010167,iOS,低端,1389,4,0
U010168,安卓,中端,1873,5,0
U010169,安卓,低端,29,7,0
U010170,安卓,低端,176,6,0
U010171,iOS,中端,156,8,0
U010172,安卓,低端,395,7,0
U010173,安卓,中端,313,3,0
U010174,安卓,低端,34,9,0
U010175,安卓,高端,261,3,0
U010176,安卓,中端,26,7,0
U010177,安卓,中端,533,3,0
U010178,iOS,中端,771,7,0
U010179,安卓,低端,36,7,0
U010180,安卓,中端,224,6,0
U010181,安卓,低端,81,6,0
U010182,安卓,低端,4621,8,0
U010183,iOS,中端,1673,5,0
U010184,安卓,中端,2594,5,0
U010185,安卓,低端,232,3,0
U010186,安卓,低端,423,3,0
U010187,安卓,中端,129,3,0
U010188,iOS,低端,69,14,0
U010189,iOS,中端,1227,9,0
U010190,iOS,中端,318,11,0
U010191,iOS,高端,358,5,0
U010192,安卓,低端,188,8,0
U010193,安卓,高端,977,6,0
U010194,安卓,中端,58,5,0
U010195,安卓,低端,103,7,0
U010196,iOS,中端,391,2,0
U010197,安卓,中端,176,3,0
U010198,iOS,中端,217,7,0
U010199,安卓,低端,1292,6,0
U010200,安卓,低端,4333,7,0
U010201,iOS,中端,332,4,0
U010202,安卓,低端,22,10,0
U010203,iOS,中端,681,8,0
U010204,安卓,高端,220,6,0
U010205,iOS,中端,1623,9,0
U010206,安卓,中端,85,4,0
U010207,安卓,中端,745,8,0
U010208,安卓,高端,418,6,0
U010209,安卓,低端,394,5,0
U010210,iOS,高端,2945,11,0
U010211,安卓,高端,567,6,0
U010212,安卓,低端,118,7,0
U010213,安卓,低端,117,4,0
U010214,安卓,低端,119,5,0
U010215,iOS,中端,631,8,0
U010216,iOS,高端,200,11,0
U010217,iOS,中端,781,4,0
U010218,安卓,高端,137,4,0
U010219,安卓,低端,337,6,0
U010220,iOS,中端,428,9,0
U010221,安卓,中端,304,5,0
U010222,iOS,低端,296,7,0
U010223,安卓,低端,456,4,0
U010224,安卓,低端,115,6,0
U010225,安卓,低端,543,9,0
U010226,安卓,低端,277,5,1
U010227,安卓,中端,67,9,0
U010228,iOS,中端,159,7,0
U010229,iOS,高端,512,4,0
U010230,安卓,低端,283,9,0
U010231,iOS,高端,73,4,0
U010232,安卓,高端,400000,3,0
U010233,iOS,中端,227,7,0
U010234,iOS,中端,546,3,0
U010235,安卓,中端,48,2,0
U010236,iOS,中端,654,7,0
U010237,安卓,中端,141,8,0
U010238,安卓,低端,337,7,0
U010239,安卓,低端,199,3,0
U010240,安卓,中端,851,7,0
U010241,iOS,中端,490,5,0
U010242,安卓,低端,120,3,0
U010243,安卓,中端,69,8,0
U010244,安卓,中端,92,2,0
U010245,安卓,中端,83,3,0
U010246,安卓,高端,109,5,0
U010247,安卓,低端,487,4,0
U010248,iOS,高端,249,13,0
U010249,安卓,高端,283,2,0
U010250,安卓,低端,761,6,0
U010251,安卓,中端,205,6,0
U010252,安卓,低端,172,4,0
U010253,iOS,高端,669,9,0
U010254,iOS,中端,717,4,0
U010255,安卓,中端,609,4,0
U010256,安卓,低端,43,5,0
U010257,安卓,中端,47,3,0
U010258,安卓,中端,734,7,0
U010259,安卓,低端,873,6,0
U010260,iOS,中端,96,9,0
U010261,安卓,中端,314,6,0
U010262,安卓,低端,103,8,0
U010263,安卓,中端,99,8,0
U010264,iOS,中端,1274,7,0
U010265,安卓,低端,228,6,0
U010266,安卓,中端,249,4,1
U010267,安卓,低端,385,3,0
U010268,iOS,高端,416,8,0
U010269,iOS,中端,112,5,0
U010270,iOS,中端,298,7,0
U010271,iOS,低端,149,8,0
U010272,iOS,中端,286,6,0
U010273,安卓,低端,182,5,0
U010274,安卓,低端,1703,4,0
U010275,安卓,高端,60,7,0
U010276,iOS,高端,257,5,0
U010277,iOS,低端,249,5,0
U010278,安卓,中端,457,1,0
U010279,安卓,低端,186,5,0
U010280,iOS,中端,234,4,0
U010281,iOS,中端,846,4,0
U010282,安卓,低端,46,3,0
U010283,iOS,中端,555,4,0
U010284,iOS,低端,778,5,0
U010285,安卓,高端,1190,6,0
U010286,安卓,低端,892,7,0
U010287,iOS,高端,468,8,0
U010288,安卓,高端,54,6,0
U010289,安卓,高端,496,5,0
U010290,安卓,高端,68,6,0
U010291,iOS,中端,115,8,0
U010292,安卓,低端,32,9,0
U010293,安卓,低端,250,6,0
U010294,iOS,低端,583,8,0
U010295,安卓,低端,588,9,0
U010296,安卓,中端,247,6,0
U010297,安卓,低端,101,7,0
U010298,安卓,低端,104,3,1
U010299,安卓,中端,356,4,0
U010300,安卓,中端,607,4,1
U010301,安卓,中端,135,6,0
U010302,iOS,中端,289,10,1
U010303,安卓,中端,210,6,1
U010304,安卓,中端,428,4,0
U010305,iOS,中端,175,7,0
U010306,安卓,低端,44,4,0
U010307,安卓,低端,63,3,0
U010308,安卓,中端,123,3,0
U010309,安卓,中端,130,5,0
U010310,iOS,低端,76,11,0
U010311,安卓,低端,426,4,0
U010312,iOS,低端,143,7,0
U010313,iOS,中端,164,9,0
U010314,安卓,中端,110,4,0
U010315,安卓,高端,2238,7,0
